Observer,Block name,Point name,Date,Species,Time interval,Number,Sex/Behaviour,Distance,Detection_hist,3 Birds at census point.Notes,Record #,Verified?,Time start,Temp,Relative humidity,Wind,Sky_code,Mammal,Noise,Recording #,2 Point information.Notes,Start time,End time,Start temp,End temp,Start wind,End wind,Start sky,End sky
Sarah Davidson,Auriol Trail,A11,"Sunday, June 10, 2012",Yellow-rumped Warbler,"2,4,6",1,S,<50m,11100,,897,FALSE,8:23,11.3,63,0,2,S,,,"Partial clouds, OSFL, NHOW (same OWL! as at Pt.10)",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A11,"Sunday, June 10, 2012",Dark-eyed Junco,2,1,V,<50m,10000,,898,FALSE,8:23,11.3,63,0,2,S,,,"Partial clouds, OSFL, NHOW (same OWL! as at Pt.10)",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A11,"Friday, June 15, 2012",Yellow-rumped Warbler,2,1,S,<50m,10000,,988,FALSE,7:50,6.7,70,0,3,S,,,"Overcast, YRWA between P11 and P10",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Friday, June 15, 2012",Northern Hawk Owl,4,1,"V,C",<50m,01000,,989,FALSE,7:50,6.7,70,0,3,S,,,"Overcast, YRWA between P11 and P10",3:50,8:24,7.2,5.6,0,0,3,3
Julie Bauer,Auriol Trail,A11,"Saturday, June 08, 2013",Yellow-rumped Warbler,"6,8,10",1,S,50-100m,00111,,1208,FALSE,7:50,8.8,99,0,3,S,Y,,Slight clearing no rain; squirrel @4 @10; SWTH b/w P10 & P11;,4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A11,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,1209,FALSE,7:50,8.8,99,0,3,S,Y,,Slight clearing no rain; squirrel @4 @10; SWTH b/w P10 & P11;,4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A11,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1210,FALSE,7:50,8.8,99,0,3,S,Y,,Slight clearing no rain; squirrel @4 @10; SWTH b/w P10 & P11;,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Gray Jay,2,1,C,50-100m,10000,,1263,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,"S,C",<50m,11111,,1264,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,"2 dists on datasheet, closest entered.",1265,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1266,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,8,10",1,S,50-100m,11011,Inconsistency b/w map and list on datashet for time intervals.,1267,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6,10",1,S,50-100m,11101,,1268,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Saturday, June 08, 2013",Dark-eyed Junco,8,1,S,50-100m,00010,,1269,FALSE,7:50,8.8,99,0,3,S,Y,,,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Friday, June 14, 2013",Yellow-rumped Warbler,"2,4,6",1,S,50-100m,11100,,1344,FALSE,8:02,9.3,89.4,0,2,S,,,"YRWA, SWTH b/w P10/P11; Woodpecker sp., SWTH too far; BOWA singing on arrival at site; RCKI sang just as survey ended.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A11,"Friday, June 14, 2013",Yellow-rumped Warbler,"8,10",2,C,<50m,00011,,1345,FALSE,8:02,9.3,89.4,0,2,S,,,"YRWA, SWTH b/w P10/P11; Woodpecker sp., SWTH too far; BOWA singing on arrival at site; RCKI sang just as survey ended.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A11,"Friday, June 14, 2013",American Three-toed Woodpecker,8,1,D,50-100m,00010,datasheet shows TTWO=ATTW.,1346,FALSE,8:02,9.3,89.4,0,2,S,,,"YRWA, SWTH b/w P10/P11; Woodpecker sp., SWTH too far; BOWA singing on arrival at site; RCKI sang just as survey ended.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A11,"Friday, June 14, 2013",Yellow-rumped Warbler,4,1,S,50-100m,01000,,1399,FALSE,8:02,9.3,89.4,0,2,S,,,"Changed batteries;YRWA, SWTH b/w P10/P11; BOWA on arrival at site, RCKI at end of survey.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A11,"Friday, June 14, 2013",Yellow-rumped Warbler,"8,10",1,S,50-100m,00011,,1400,FALSE,8:02,9.3,89.4,0,2,S,,,"Changed batteries;YRWA, SWTH b/w P10/P11; BOWA on arrival at site, RCKI at end of survey.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A11,"Friday, June 14, 2013",American Three-toed Woodpecker,"6,8,10",1,D,50-100m,00111,,1401,FALSE,8:02,9.3,89.4,0,2,S,,,"Changed batteries;YRWA, SWTH b/w P10/P11; BOWA on arrival at site, RCKI at end of survey.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Dark-eyed Junco,10,1,S,50-100m,00001,,1480,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Gray Jay,"6,8",1,C,50-100m,00110,,1481,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Pine Siskin,"4,8,10",6,"C,V","<50m, 50-100m",01011,,1482,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Yellow-rumped Warbler,4,1,S,50-100m,01000,,1483,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Swainson's Thrush,10,1,V,<50m,00001,,1484,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Swainson's Thrush,"4,6,8",1,S,50-100m,01110,,1485,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Wednesday, June 10, 2015",Yellow-rumped Warbler,2,1,S,50-100m,01000,,1486,FALSE,8:08,9.3,64.3,0.4,2,,Y,,,4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",Swainson's Thrush,2,1,S,50-100m,10000,,1645,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",Dark-eyed Junco,"2,10",1,S,<50m,10001,,1646,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",Yellow-rumped Warbler,4,1,S,50-100m,01000,,1647,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",Gray Jay,"4,6,8,10",1,C,<50m,01111,,1648,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",White-winged Crossbill,2,1,S,50-100m,10000,,1649,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Monday, June 15, 2015",Swainson's Thrush,"2,4,8,10",1,S,50-100m,11011,,1650,FALSE,8:10,12.8,70.1,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Yellow-rumped Warbler,2,1,S,50-100m,10000,,1784,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Woodpecker,8,1,V,<50m,00010,,1785,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Olive-sided Flycatcher,"4,6,8,10",1,C,<50m,01111,,1786,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1787,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Yellow-rumped Warbler,"2,4,6",1,S,<50m,11100,,1788,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 06, 2017",Yellow-rumped Warbler,6,1,S,50-100m,00100,,1789,FALSE,8:32,12.5,52.8,0.6,2,,,,,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 13, 2017",Swainson's Thrush,"4,6,8,10",1,S,50-100m,01111,,1875,FALSE,8:00,6.3,81.1,0,3,,Drizzle - light rain,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 13, 2017",Olive-sided Flycatcher,"6,8",1,"V,S,C",<50m,00110,,1876,FALSE,8:00,6.3,81.1,0,3,,Drizzle - light rain,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 13, 2017",Swainson's Thrush,10,1,S,50-100m,00001,,1877,FALSE,8:00,6.3,81.1,0,3,,Drizzle - light rain,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A11,"Tuesday, June 13, 2017",Dark-eyed Junco,"4,6,8,10",1,S,50-100m,01111,,1878,FALSE,8:00,6.3,81.1,0,3,,Drizzle - light rain,,,4:06,8:22,7.3,4.6,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Gray Jay,"2,4,6,8,10",1,C,<50m,11111,,2227,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Yellow-rumped Warbler,"6,8,10",1,S,50-100m,00111,,2228,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Dark-eyed Junco,10,1,S,50-100m,00001,,2229,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Yellow-rumped Warbler,10,1,S,<50m,00001,,2230,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2231,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Dark-eyed Junco,"2,4,6,8,",1,S,<50m,11110,,2232,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,2233,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Wilson's Warbler,"4,6",1,S,<50m,01100,,2234,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2235,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Unknown,8,1,S,<50m,00010,,2236,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 06, 2019",Yellow-rumped Warbler,"2,4,6",1,S,50-100m,11100,,2237,FALSE,8:07,8.8,80.3,0.9,2,S,,A032,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Yellow-rumped Warbler,"4,8",1,S,<50m,01010,,2529,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,2530,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Dark-eyed Junco,"2,4,6,8,10",1,S,<50m,11111,,2531,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",White-winged Crossbill,"4,6,8",1,S,50-100m,01110,,2532,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,2533,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",White-winged Crossbill,2,1,S,<50m,10000,,2534,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Common Raven,"2,4,6,8,10",2,C,50-100m,11111,BIRDS FROM PREVIOUS SITE,2535,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Woodpecker,"4,6",1,D,50-100m,01100,,2536,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Swainson's Thrush,8,1,S,50-100m,00010,,2537,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A11,"Thursday, June 13, 2019",Swainson's Thrush,"4,6,8,10",1,"S,C",50-100m,01111,,2538,FALSE,8:02,8.4,98.7,0,3,,,,WWCR SWTH CORA YRWA,3:50,8:39,9.9,8.3,0,0,3,3
David Blakeburn,Auriol Trail,A11,"Tuesday, June 09, 2020",Swainson's Thrush,"2,4,8,10",1,S,50-100m,11011,,2626,FALSE,8:02,5.6,72.5,0.4,1,red squirrel,,,SWTH YRWA DEJU,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A11,"Tuesday, June 09, 2020",Yellow-rumped Warbler,"2,4,6,8",1,"S,C,V",<50m,11110,,2627,FALSE,8:02,5.6,72.5,0.4,1,red squirrel,,,SWTH YRWA DEJU,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A11,"Tuesday, June 09, 2020",Dark-eyed Junco,"2,4,6,8,10",1,S,50-100m,11111,,2628,FALSE,8:02,5.6,72.5,0.4,1,red squirrel,,,SWTH YRWA DEJU,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A11,"Tuesday, June 09, 2020",Dark-eyed Junco,10,1,S,50-100m,00001,,2629,FALSE,8:02,5.6,72.5,0.4,1,red squirrel,,,SWTH YRWA DEJU,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A11,"Tuesday, June 09, 2020",Swainson's Thrush,"8,10",1,S,50-100m,00011,,2630,FALSE,8:02,5.6,72.5,0.4,1,red squirrel,,,SWTH YRWA DEJU,4:05,8:25,-2.2,5,0,0,1,1
Sonny Parker,Auriol Trail,A11,"Wednesday, June 09, 2021",Swainson's Thrush,10,1,S,50-100m,00001,,2791,FALSE,7:43,6.8,76,0.4,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A11,"Wednesday, June 09, 2021",Gray Jay,2,1,C,50-100m,10000,,2792,FALSE,7:43,6.8,76,0.4,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A11,"Wednesday, June 09, 2021",Orange-crowned Warbler,4,1,S,50-100m,01000,,2793,FALSE,7:43,6.8,76,0.4,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A11,"Tuesday, June 07, 2022",Yellow-rumped Warbler,6,1,S,50-100m,00100,,2930,FALSE,7:27,7.2,96.2,0.1,2,,plane fly over,,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A11,"Tuesday, June 07, 2022",Orange-crowned Warbler,"2,4,6,8,10",1,S,<50m,11111,,2931,FALSE,7:27,7.2,96.2,0.1,2,,plane fly over,,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A11,"Tuesday, June 07, 2022",Yellow-rumped Warbler,"2,4,6",1,S,<50m,11100,,2932,FALSE,7:27,7.2,96.2,0.1,2,,plane fly over,,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A11,"Tuesday, June 07, 2022",Swainson's Thrush,10,1,S,50-100m,00001,,2933,FALSE,7:27,7.2,96.2,0.1,2,,plane fly over,,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A11,"Tuesday, June 07, 2022",Swainson's Thrush,"2,4,6,10",1,S,50-100m,11101,,2934,FALSE,7:27,7.2,96.2,0.1,2,,plane fly over,,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Roger Brown,Auriol Trail,A11,"Tuesday, June 07, 2022",Yellow-rumped Warbler,6,1,S,50-100m,00100,,3015,FALSE,7:27,7.2,96.2,0.1,2,,"plane overhead at 5, low steady wind",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Roger Brown,Auriol Trail,A11,"Tuesday, June 07, 2022",Orange-crowned Warbler,"2,4,6,8,10",1,"S,V",<50m,11111,,3016,FALSE,7:27,7.2,96.2,0.1,2,,"plane overhead at 5, low steady wind",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Roger Brown,Auriol Trail,A11,"Tuesday, June 07, 2022",Yellow-rumped Warbler,"2,4,6",1,"S,V",<50m,11100,,3017,FALSE,7:27,7.2,96.2,0.1,2,,"plane overhead at 5, low steady wind",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Roger Brown,Auriol Trail,A11,"Tuesday, June 07, 2022",Swainson's Thrush,"2,4,6,10",1,S,50-100m,11101,,3018,FALSE,7:27,7.2,96.2,0.1,2,,"plane overhead at 5, low steady wind",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A11,"Monday, June 05, 2023",Dark-eyed Junco,10,1,S,50-100m,00001,,3195,FALSE,8:25,15.5,36.2,0.3,2,,bumblebee,,,4:20,9:00,12.7,14.4,0,0.2,3,2
Sonny Parker,Auriol Trail,A11,"Monday, June 05, 2023",Alder Flycatcher,10,1,"V,S",<50m,00001,,3196,FALSE,8:25,15.5,36.2,0.3,2,,bumblebee,,,4:20,9:00,12.7,14.4,0,0.2,3,2
Sonny Parker,Auriol Trail,A11,"Monday, June 05, 2023",White-winged Crossbill,6,1,S,50-100m,00100,,3197,FALSE,8:25,15.5,36.2,0.3,2,,bumblebee,,,4:20,9:00,12.7,14.4,0,0.2,3,2
Sonny Parker,Auriol Trail,A11,"Monday, June 05, 2023",Common Redpoll,6,1,S,50-100m,00100,,3198,FALSE,8:25,15.5,36.2,0.3,2,,bumblebee,,,4:20,9:00,12.7,14.4,0,0.2,3,2
Sonny Parker,Auriol Trail,A11,"Monday, June 05, 2023",Yellow-rumped Warbler,"2,4,8",1,S,50-100m,11010,,3199,FALSE,8:25,15.5,36.2,0.3,2,,bumblebee,,,4:20,9:00,12.7,14.4,0,0.2,3,2
Sonny Parker,Auriol Trail,A11,"Friday, June 07, 2024",Yellow-rumped Warbler,"4,6",1,"C,S,V",<50m,01100,,3265,FALSE,8:13,6.4,68,0,1,,,,,4:07,8:39,-1.2,5,0,1,1,1
Sonny Parker,Auriol Trail,A11,"Friday, June 07, 2024",Dark-eyed Junco,"8,10",1,S,50-100m,00011,,3266,FALSE,8:13,6.4,68,0,1,,,,,4:07,8:39,-1.2,5,0,1,1,1
Sonny Parker,Auriol Trail,A11,"Friday, June 07, 2024",Yellow-rumped Warbler,10,1,"V,S",50-100m,00001,,3267,FALSE,8:13,6.4,68,0,1,,,,,4:07,8:39,-1.2,5,0,1,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Hermit Thrush,"3,5,10",1,S,50-100m,,,98,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Swainson's Thrush,"3,5,10",1,S,<50m,,,99,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Swainson's Thrush,"3,5",1,S,>100m,,,100,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Pine Siskin,3,1,C,50-100m,,,101,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Gray Jay,3,1,C,>100m,,,102,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Swainson's Thrush,10,1,S,>100m,,,103,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",American Robin,"5,10",1,C,<50m,,,104,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Boreal Chickadee,10,1,C,50-100m,,,105,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",White-winged Crossbill,10,1,C,>100m,,,106,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A12,"Tuesday, June 08, 2010",Yellow-rumped Warbler,"3,5,10",1,S,<50m,,,107,FALSE,8:25,7.8,63.6,,,,,12,,4:12,8:34,4,8,0.2,1.6,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Yellow-rumped Warbler,10,1,S,>100m,,,270,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Bohemian Waxwing,5,2,"C,V",>100m,,,271,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Swainson's Thrush,"3,10",1,S,50-100m,,,272,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Gray Jay,"5,10",1,C,50-100m,,,273,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Swainson's Thrush,3,1,S,50-100m,,,274,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Yellow-rumped Warbler,3,1,S,50-100m,,,275,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A12,"Thursday, June 18, 2009",Swainson's Thrush,"3,10",1,S,>100m,,,276,FALSE,8:37,7,,,2,,,14,,3:50,8:50,-2,7,0,2,1,1
Ian McDonald,Auriol Trail,A12,"Friday, June 26, 2009",Swainson's Thrush,10,1,s,>100m,,,360,FALSE,8:10,4,,,2,,,14,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A12,"Friday, June 26, 2009",Yellow-rumped Warbler,"5,10",1,S,>100m,,,361,FALSE,8:10,4,,,2,,,14,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A12,"Friday, June 26, 2009",Swainson's Thrush,3,1,S,>100m,,,362,FALSE,8:10,4,,,2,,,14,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A12,"Friday, June 26, 2009",Bohemian Waxwing,10,1,S,<50m,,,363,FALSE,8:10,4,,,2,,,14,,4:07,8:20,-2,4,0,2,1,1
